<<<<<<< HEAD
﻿City,Date,Month,PM2.5,PM10,NO,NO2,Nox,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Bengaluru,21-07-2019,July,19.24,41.46,6.43,23.64,25.39,11.87,0.67,7.96,25.98,0.4,1.03,,64,Satisfactory
Bengaluru,22-07-2019,July,15.91,41.71,6.7,24.64,26.02,11.03,0.69,6.1,27.44,0.36,1.11,,57,Satisfactory
Bengaluru,23-07-2019,July,19.14,41.62,6.94,23.99,25.31,11.49,0.75,3.98,24.3,0.4,1.38,,56,Satisfactory
Bengaluru,24-07-2019,July,20.89,63.75,6.44,23.42,24.67,12.15,0.67,3.69,25.88,0.58,1.19,,60,Satisfactory
Bengaluru,25-07-2019,July,20.67,53.24,7.12,23.58,24.76,11.97,0.77,3.63,23.94,0.5,1.6,,64,Satisfactory
Bengaluru,26-07-2019,July,20.33,53.25,6.92,23.49,24.97,11.62,0.73,4.09,21.84,0.44,1.34,,62,Satisfactory
Bengaluru,27-07-2019,July,23.21,50.99,5.66,20.93,19.66,11.85,0.64,3.87,24.81,0.39,1.36,,55,Satisfactory
Bengaluru,28-07-2019,July,23.3,49.13,7.2,21.15,22.03,11.46,0.71,5.9,25.68,0.31,1.21,,62,Satisfactory
Bengaluru,29-07-2019,July,18.61,56.25,5.18,19.89,21.39,11.72,0.68,3.82,25.3,0.32,1.24,,64,Satisfactory
Bengaluru,30-07-2019,July,23.14,56.4,5.84,21.54,24.17,11.9,0.72,3.95,23.02,0.52,1.47,,58,Satisfactory
Bengaluru,31-07-2019,July,26.99,47.37,5.7,21.64,21.49,11.74,0.66,3.58,23.67,0.75,1.6,,58,Satisfactory
Bengaluru,01-08-2019,August,19.87,51.46,5.12,19.76,18.94,11.1,0.69,3.68,23.76,0.56,1.34,,61,Satisfactory
Bengaluru,02-08-2019,August,18.45,52.16,6.62,22.04,23.57,11.78,0.75,4.34,21.7,0.43,1.39,,59,Satisfactory
Bengaluru,03-08-2019,August,18.13,46.6,6.99,19.08,20.69,11.18,0.65,4.05,25.31,0.35,1.24,,56,Satisfactory
Bengaluru,04-08-2019,August,16.26,41.66,9.14,17.21,20.51,10.68,0.69,4.08,23.02,0.49,0.99,,60,Satisfactory
Bengaluru,05-08-2019,August,15.08,29.63,9.97,18.83,22.65,11.23,0.65,4.26,17.14,0.45,1.54,,53,Satisfactory
Bengaluru,06-08-2019,August,14.76,30.58,10.3,20.9,24.66,11.72,0.71,4.38,18.42,0.47,1.36,,48,Good
Bengaluru,07-08-2019,August,14.94,32.65,10.1,20.29,25.36,12.83,0.78,4.52,14.32,0.45,1.43,,57,Satisfactory
Bengaluru,08-08-2019,August,14.31,27.28,9.42,19.56,22.47,12.92,0.67,4.1,14.25,0.72,2.23,,53,Satisfactory
Bengaluru,09-08-2019,August,15.53,30.16,9.06,21.17,23.29,12.13,0.71,3.44,17.32,0.33,0.93,,55,Satisfactory
Bengaluru,10-08-2019,August,13.63,38.48,8.61,22.07,24.99,12.32,0.72,3.53,18.47,0.33,1.21,,49,Good
Bengaluru,11-08-2019,August,12.95,38.27,8.35,19.08,21.33,11.74,0.61,3.57,17.76,0.44,1.28,,50,Good
Bengaluru,12-08-2019,August,18.62,46.51,12.49,21.34,26.78,14.07,0.78,4.06,17.11,0.76,2.22,,52,Satisfactory
Bengaluru,13-08-2019,August,22.1,46.9,12.63,24.49,28.97,14.28,0.93,4.13,18.88,0.48,2.17,,68,Satisfactory
Bengaluru,14-08-2019,August,26.64,46.08,10.13,22.95,25.42,14.27,0.81,3.5,22.74,0.36,1.54,,70,Satisfactory
Bengaluru,15-08-2019,August,15.63,38.14,8.64,20.93,21.81,13.18,0.69,2.97,22.46,0.35,1.6,,59,Satisfactory
Bengaluru,16-08-2019,August,18.63,34.85,8.64,20.7,24.55,13.51,0.76,3.49,16.92,0.47,1.94,,51,Satisfactory
Bengaluru,17-08-2019,August,20.79,52,10.77,24.71,28.58,14.78,0.9,3.7,16.32,0.66,2.03,,61,Satisfactory
Bengaluru,18-08-2019,August,23.25,47.66,12.4,26.34,29.87,16.35,0.85,3.66,14.77,0.76,2.04,,67,Satisfactory
Bengaluru,19-08-2019,August,20.73,49.59,12.5,27.88,31.49,16.63,0.88,3.85,17.67,0.52,2.37,,65,Satisfactory
Bengaluru,20-08-2019,August,18.28,48.73,9.79,24,28.57,14.41,0.98,3.8,15.63,0.68,2.63,,74,Satisfactory
Bengaluru,21-08-2019,August,17.04,45.86,12.94,20.38,27.03,12.61,1.06,4.86,17.45,0.48,1.87,,73,Satisfactory
Bengaluru,22-08-2019,August,17.3,57.03,9.03,18.74,23.82,12.29,0.83,4.84,16.68,0.49,1.87,,68,Satisfactory
Bengaluru,23-08-2019,August,15.08,44.78,7.84,18.23,22.24,12.69,0.85,4.64,18.5,0.67,1.93,,65,Satisfactory
Bengaluru,24-08-2019,August,15.29,63.42,8.07,19.16,23.84,12.39,0.77,4.8,18.52,1.24,1.65,,57,Satisfactory
Bengaluru,25-08-2019,August,14.98,55.99,5.28,15.48,18.18,11.29,0.58,5.48,20.37,1.55,1.43,,68,Satisfactory
Bengaluru,26-08-2019,August,14.14,49.29,5.95,17.29,19.29,10.86,0.72,5.42,22.91,1.41,2.42,,63,Satisfactory
Bengaluru,27-08-2019,August,11.42,47,7.18,19.78,23.79,12.1,0.71,7.1,23.6,1.66,2.14,,61,Satisfactory
Bengaluru,28-08-2019,August,15.3,42.17,6.49,21.27,22.89,11.62,0.63,5.11,22.94,0.9,2.15,,52,Satisfactory
Bengaluru,29-08-2019,August,17.22,44.99,5.15,18.4,19.69,11.37,0.64,5.43,22.19,1.16,1.98,,49,Good
Bengaluru,30-08-2019,August,15.01,50.6,5.76,17.69,19.78,10.31,0.71,5.01,22.84,1.12,1.61,,53,Satisfactory
Bengaluru,31-08-2019,August,20.82,65.26,7.24,19.48,22.6,10.46,0.79,4.89,21.78,0.9,1.53,,63,Satisfactory
Bengaluru,01-09-2019,September,17.64,47.85,5.73,15.11,17.09,8.94,0.67,5.24,21.03,0.65,1.22,,61,Satisfactory
Bengaluru,02-09-2019,September,10.98,27.78,3.7,12.39,12.58,8.81,0.64,5.3,21.01,0.52,1.05,,48,Good
Bengaluru,03-09-2019,September,11.18,32.65,6.38,15.56,17.74,9.5,0.73,5.21,20.36,0.52,2.49,,51,Satisfactory
Bengaluru,04-09-2019,September,13.01,40.46,7.04,16.9,19.57,9.34,0.72,5.33,19.94,0.62,1.59,,51,Satisfactory
Bengaluru,05-09-2019,September,13.84,42.24,7.56,16.5,20.44,8.86,0.79,5.18,18.43,1.19,3.76,,56,Satisfactory
Bengaluru,06-09-2019,September,15.34,44.08,8.05,16.14,20.57,9.22,0.88,5.36,17.88,0.82,2.71,,64,Satisfactory
Bengaluru,07-09-2019,September,20.16,45.38,7.3,15.83,18.87,8.43,0.79,6.09,16.27,0.62,1.65,,63,Satisfactory
Bengaluru,08-09-2019,September,12.63,45.47,6,12.36,15.67,7.49,0.79,6.15,17.38,0.67,1.27,,62,Satisfactory
Bengaluru,09-09-2019,September,15.92,49.54,6.98,13.9,17.26,8.79,0.78,5.78,18.74,1.25,1.7,,63,Satisfactory
Bengaluru,10-09-2019,September,20.67,58.85,5.4,12.3,13.55,10.59,0.73,5.49,22.64,1.45,1.91,,67,Satisfactory
Bengaluru,11-09-2019,September,19.51,60.37,6.57,14.46,16.19,9.56,0.72,5.11,23.25,0.88,1.57,,62,Satisfactory
Bengaluru,12-09-2019,September,20.53,57.11,9.86,24.3,25.64,12.42,0.8,5.18,24.32,0.41,1.41,,68,Satisfactory
Bengaluru,13-09-2019,September,21.84,60.43,10.46,23.38,24.74,11.91,0.86,4.94,25.03,0.67,1.7,,67,Satisfactory
Bengaluru,14-09-2019,September,22.29,56.94,6.61,21.87,20.68,10.94,0.76,5.58,27.33,0.77,1.3,,70,Satisfactory
Bengaluru,15-09-2019,September,21.74,50.11,7.52,19.46,18.78,10.07,0.78,5.31,27.56,0.41,1.19,,69,Satisfactory
Bengaluru,16-09-2019,September,48.41,40.74,8,19.11,20.07,10.48,0.82,5.11,25.41,0.42,1.59,,67,Satisfactory
Bengaluru,17-09-2019,September,68.71,43.3,8.98,22.09,23.99,12.24,1,4.84,23.88,0.55,2.16,,120,Moderate
Bengaluru,18-09-2019,September,22.83,63.17,6.7,22.04,23.16,13.83,0.95,4.32,26.44,0.62,1.84,,92,Satisfactory
Bengaluru,19-09-2019,September,23.96,59.79,6.04,20.04,21.91,16.1,0.85,4.64,31.73,0.62,1.18,,82,Satisfactory
Bengaluru,20-09-2019,September,19.12,56.78,11.37,23.82,26.19,17.48,0.82,4.81,30.27,0.45,1.15,,67,Satisfactory
Bengaluru,21-09-2019,September,22.92,68.81,7.27,24.96,27.2,14.09,0.92,5.07,31.65,0.73,1.44,,74,Satisfactory
Bengaluru,22-09-2019,September,19.15,53.11,14.84,27.97,37.17,14.75,1.01,4.92,31.13,0.62,2.16,,81,Satisfactory
Bengaluru,23-09-2019,September,24.78,50.88,17.22,38.91,48.69,16.87,1.2,5.99,34.28,0.75,3.26,,91,Satisfactory
Bengaluru,24-09-2019,September,17.68,36.94,11.88,33.19,36.56,14.1,1.15,5.91,43.22,0.63,2.32,,100,Satisfactory
Bengaluru,25-09-2019,September,13.45,32.33,7.39,24.87,26.46,15.3,0.85,4.98,34.55,0.47,1.52,,81,Satisfactory
Bengaluru,26-09-2019,September,16.59,41.07,10.63,20.76,26.68,13.17,0.83,4.63,30.31,0.4,1.4,,64,Satisfactory
Bengaluru,27-09-2019,September,32.55,75.73,10.14,28.02,32.03,14.16,1.04,4.97,33.78,0.64,2.63,,83,Satisfactory
Bengaluru,28-09-2019,September,26.32,78.07,7.34,26.64,27.62,14.52,0.98,4.69,42.02,0.58,2.05,,99,Satisfactory
Bengaluru,29-09-2019,September,38.4,87.7,4.7,22.87,21.74,14.52,0.79,5.51,41.53,0.48,1.54,,93,Satisfactory
Bengaluru,30-09-2019,September,23.22,53.78,5.23,19.29,17.87,13.18,0.81,5.24,34.56,0.55,1.56,,73,Satisfactory
Bengaluru,01-10-2019,October,34.28,68.99,11.17,25.88,29.12,14.14,1.01,4.56,38.57,0.72,2.21,,88,Satisfactory
Bengaluru,02-10-2019,October,17.34,36.79,13.18,32.46,35.39,13.28,0.94,6.01,40.57,0.67,2.45,,92,Satisfactory
Bengaluru,03-10-2019,October,26.79,52.83,12.09,35.24,37.85,15.48,1.01,5.33,50.22,0.87,3.1,,95,Satisfactory
Bengaluru,04-10-2019,October,41.28,58.29,18.78,41.03,51.72,16.06,1.1,4.35,49.07,1.02,3.52,,104,Moderate
Bengaluru,05-10-2019,October,32.73,70.53,18.64,46.1,52.79,16.86,1.13,4.22,31.39,1.26,4.65,,107,Moderate
Bengaluru,06-10-2019,October,27.15,55.82,14.73,33.96,36.15,14.69,0.92,3.39,37.5,0.95,4.14,,85,Satisfactory
Bengaluru,07-10-2019,October,35.57,60.1,26.1,37.6,46.86,15.03,1.14,4.19,34.78,1.17,3.96,,88,Satisfactory
Bengaluru,08-10-2019,October,24.46,39.4,8.65,28.28,26.66,14.09,0.71,3.39,46.65,0.69,2.45,,92,Satisfactory
Bengaluru,09-10-2019,October,31.67,46.37,31.34,39.99,53.18,15.63,0.95,4.97,40.67,0.85,3.57,,89,Satisfactory
Bengaluru,10-10-2019,October,73.77,70.64,12.43,36.15,37.94,18,0.87,4.81,34.15,1.01,3.94,,146,Moderate
Bengaluru,11-10-2019,October,45.16,79.81,12.32,37.89,39.71,18.91,0.83,3.94,34.94,1.11,3.77,,95,Satisfactory
Bengaluru,12-10-2019,October,38.44,75.75,10.61,30.58,32.46,17.39,0.83,4.47,29.02,0.82,2.56,,90,Satisfactory
Bengaluru,13-10-2019,October,20.84,46.8,11.38,23,26.36,15.76,0.79,4.48,22.31,0.71,2,,72,Satisfactory
Bengaluru,14-10-2019,October,22.61,52.98,16.56,26.95,35.28,17.97,0.85,4.18,20.5,0.96,2.81,,73,Satisfactory
Bengaluru,15-10-2019,October,24.94,57.89,16.25,28.5,34.84,18.72,0.83,4.42,23.94,1.1,3.37,,79,Satisfactory
Bengaluru,16-10-2019,October,21.73,57.38,15.17,28.28,33.44,17.09,0.72,3.85,25.81,1.12,3.51,,71,Satisfactory
Bengaluru,17-10-2019,October,19.3,48.38,17.76,27.52,35.63,17.01,0.85,3.74,20.66,1.1,3.46,,75,Satisfactory
Bengaluru,18-10-2019,October,25.83,52.13,11.2,24.42,26.37,15.22,0.71,4.83,24.17,1.05,3.1,,69,Satisfactory
Bengaluru,19-10-2019,October,19.25,37.64,9.17,23.99,27.14,13.73,0.72,4.63,20.61,1.33,3.71,,71,Satisfactory
Bengaluru,20-10-2019,October,17.2,39.02,6.82,23.31,23.16,13.23,0.52,5.72,26.13,0.89,2.5,,56,Satisfactory
Bengaluru,21-10-2019,October,20.71,41.14,15.04,30.13,35.45,13.8,0.85,5.78,22.97,1.37,4.19,,69,Satisfactory
Bengaluru,22-10-2019,October,16.46,35.11,13.68,24.22,29.48,14.84,0.83,5.59,22.81,1.11,3.22,,69,Satisfactory
Bengaluru,23-10-2019,October,11.71,35.91,7.89,16.97,19.84,17.04,0.83,6.07,17.5,0.82,2.21,,66,Satisfactory
Bengaluru,24-10-2019,October,12.57,46.46,4.34,15.8,16.05,12.27,0.76,6.39,21.49,1.07,1.75,,62,Satisfactory
Bengaluru,25-10-2019,October,13.43,42.75,5.68,18.11,19.56,12.32,0.83,6.37,19.33,0.95,1.4,,65,Satisfactory
Bengaluru,26-10-2019,October,18.21,47.6,6.8,18.89,20.81,11.69,0.74,5.76,19,0.61,1.31,,59,Satisfactory
Bengaluru,27-10-2019,October,42.44,74.17,7.74,21.32,23.05,12.84,1.01,5.26,20.17,0.77,1.86,,74,Satisfactory
Bengaluru,28-10-2019,October,42.44,78.91,10.63,24.6,26.91,13.82,1.04,5.38,18.21,0.71,2.43,,88,Satisfactory
Bengaluru,29-10-2019,October,34.24,78,11.34,22.99,27.53,16.13,0.97,6.61,20.89,0.67,2.32,,80,Satisfactory
Bengaluru,30-10-2019,October,18.77,42.23,11.91,26.91,32.16,15.45,0.98,6.42,27.66,0.57,2.12,,78,Satisfactory
Bengaluru,31-10-2019,October,18.62,49.95,7.39,24.47,26.76,14.41,0.87,5.73,35.18,0.45,1.93,,68,Satisfactory
Bengaluru,01-11-2019,November,27.42,77.15,12.02,25.98,31.75,14.01,0.9,6,41.88,0.47,1.64,,84,Satisfactory
Bengaluru,02-11-2019,November,27.1,72.41,12.02,25.19,30.28,16.17,1.08,6.16,30.92,0.57,2.01,,77,Satisfactory
Bengaluru,03-11-2019,November,40,71.78,11.18,26.32,27.98,18,0.99,5.46,34.6,0.89,2.58,,89,Satisfactory
Bengaluru,04-11-2019,November,54.83,112.73,20.78,36.74,46.01,20.29,1.26,5.53,38.89,1.34,3.59,,95,Satisfactory
Bengaluru,05-11-2019,November,73.88,144.98,31.44,41.5,61.74,20.46,1.48,6.15,34.78,1.66,4.33,,139,Moderate
Bengaluru,06-11-2019,November,94.17,142.05,26.51,38.83,53.01,20.6,1.36,5.74,55.74,0.98,3.25,,169,Moderate
Bengaluru,07-11-2019,November,92.21,136.66,28.33,44.07,61.28,21.68,1.38,5.9,54.15,1.81,5.31,,174,Moderate
Bengaluru,08-11-2019,November,69.3,110.88,17.73,38.45,47.34,22.41,1.29,6.55,42.01,1.71,4.44,,159,Moderate
Bengaluru,09-11-2019,November,47.14,102.59,12.78,35.19,40.02,20.88,1.07,5.61,41.92,1.59,4,,116,Moderate
Bengaluru,10-11-2019,November,52.86,102.92,11.34,30.63,31.84,20.13,1,5.26,41.1,0.93,3.12,,96,Satisfactory
Bengaluru,11-11-2019,November,61.83,117.91,8.64,33.11,34.39,20.35,0.96,5.67,57.13,0.62,1.86,,124,Moderate
Bengaluru,12-11-2019,November,27.77,68.96,7.02,26.07,27.22,16.45,1,6.13,46.59,0.42,1.39,,96,Satisfactory
Bengaluru,13-11-2019,November,30.39,81.26,10.37,28.6,31.5,17.33,0.93,6.37,43.84,0.66,2.02,,83,Satisfactory
Bengaluru,14-11-2019,November,23.32,61.17,11.88,26.92,32.14,17.36,0.92,6.12,38.82,0.75,2.17,,80,Satisfactory
Bengaluru,15-11-2019,November,26.33,65.78,15.95,28.61,38.17,18.25,1.1,6.02,18.93,0.74,2.54,,77,Satisfactory
Bengaluru,16-11-2019,November,20.62,57.92,12.03,26.87,33.07,17.27,1.01,6.16,21.06,0.69,2.24,,82,Satisfactory
Bengaluru,17-11-2019,November,30.7,64.16,10.09,28,34.06,16.75,0.84,6.37,36.16,0.69,1.81,,76,Satisfactory
Bengaluru,18-11-2019,November,27.07,61.85,12.69,29.65,36.43,17.29,1.01,6.8,30.81,0.72,2.18,,72,Satisfactory
Bengaluru,19-11-2019,November,20.23,51.01,12.61,26.77,34.15,16.19,0.96,6.55,25.97,0.66,2.12,,74,Satisfactory
Bengaluru,20-11-2019,November,21.12,48.76,13.06,27.06,33.42,16.37,1.05,6.93,23.22,0.73,2.49,,77,Satisfactory
Bengaluru,21-11-2019,November,42.28,78.55,14.45,34.02,39.94,17.57,1.19,6.68,29.31,0.93,2.93,,86,Satisfactory
Bengaluru,22-11-2019,November,44.17,78.49,11.39,32.14,36.86,15.81,1.06,6.26,32.59,0.73,2.2,,96,Satisfactory
Bengaluru,23-11-2019,November,36.68,68.13,9.67,32.05,34.86,15.22,1.01,6.44,36.87,0.56,1.8,,90,Satisfactory
Bengaluru,24-11-2019,November,41.18,71.69,4.45,21.45,20.72,17.36,0.9,6.17,47.58,0.2,0.85,,79,Satisfactory
Bengaluru,25-11-2019,November,37.44,69.94,6.37,27.71,28.88,16.71,1.17,6.81,37.89,0.34,3.63,,83,Satisfactory
Bengaluru,26-11-2019,November,35.44,72.66,14.25,30.62,32.97,17.52,1,5.87,43.3,7.6,34.24,,88,Satisfactory
Bengaluru,27-11-2019,November,33.02,65.25,15.29,35.64,40.58,17.13,1.22,6.34,34.88,1.29,37.66,,89,Satisfactory
Bengaluru,28-11-2019,November,23.08,53.29,13.08,29.76,35.02,18.19,1.04,6.31,30.99,2.8,29.42,,86,Satisfactory
Bengaluru,29-11-2019,November,22.97,61.34,14.39,25.68,31.74,14.77,1,5.38,24.82,0.93,40.69,,75,Satisfactory
Bengaluru,30-11-2019,November,23.25,50.92,11.74,22.84,27.09,14.15,1.03,5.46,19.8,0.82,38.94,,75,Satisfactory
Bengaluru,01-12-2019,December,13.46,42.5,9.63,20.19,23.27,14.09,0.93,6.35,18.54,0.66,42.98,,65,Satisfactory
Bengaluru,02-12-2019,December,13.96,34.67,10.32,21.53,24.48,12.97,0.94,5.99,22.64,0.66,38.23,,70,Satisfactory
Bengaluru,03-12-2019,December,27.28,55.3,14,27.81,31.57,13.63,1.11,6.03,28.88,1.15,44.55,,76,Satisfactory
Bengaluru,04-12-2019,December,38.2,69.48,9.9,26.87,28.23,13.85,0.96,5.33,44.53,0.73,35.35,,86,Satisfactory
Bengaluru,05-12-2019,December,55.45,91.85,12.88,32.39,34.22,15.19,0.94,6.48,42.62,1.1,37.71,,87,Satisfactory
Bengaluru,06-12-2019,December,57.3,96.47,9.71,32.59,31.36,15.1,0.94,6.69,40.61,0.79,36.06,,103,Moderate
Bengaluru,07-12-2019,December,39.42,71.64,12.01,32.74,34.96,14.07,1.05,7.05,30.49,0.97,36.31,,89,Satisfactory
Bengaluru,08-12-2019,December,23.79,52.13,8,26.15,26.74,12.91,0.95,8.15,28.46,0.67,34.84,,68,Satisfactory
Bengaluru,09-12-2019,December,21.29,56.84,10.79,29.26,30.66,13.07,1.03,6.57,29.65,0.78,35.33,,70,Satisfactory
Bengaluru,10-12-2019,December,20.31,55.42,9.34,27.3,28.35,12.13,1.02,6.59,33.44,0.65,34.67,,74,Satisfactory
Bengaluru,11-12-2019,December,28.62,63.74,9.43,29.94,29.6,15.16,0.84,5.96,31.81,0.81,27.87,,73,Satisfactory
Bengaluru,12-12-2019,December,28.93,67.98,8.12,28.49,27.89,12.64,0.91,5.81,37.02,0.68,37.62,,77,Satisfactory
Bengaluru,13-12-2019,December,30.65,71.83,8.24,26.71,27.01,13.12,0.94,6.69,35.09,0.59,33.42,,74,Satisfactory
Bengaluru,14-12-2019,December,23.6,60.07,9.79,25.5,27.35,12.63,0.97,6.56,28.77,0.69,32.96,,74,Satisfactory
Bengaluru,15-12-2019,December,25.33,66.09,7.47,23.85,23.24,12.51,0.78,6.28,34.2,0.55,31.51,,68,Satisfactory
Bengaluru,16-12-2019,December,24.25,59.81,11.19,25.62,27.99,12.62,0.91,7,30.69,0.71,31.67,,69,Satisfactory
Bengaluru,17-12-2019,December,27.65,61.09,11.23,28.51,31.1,12.28,1.05,6.73,30.3,0.68,32.27,,69,Satisfactory
Bengaluru,18-12-2019,December,42.91,84.86,11.5,31.51,34.26,13.03,1.13,6.79,32.35,0.7,28.05,,82,Satisfactory
Bengaluru,19-12-2019,December,38.66,77.48,12.17,30.63,34.57,12.91,1.16,7.36,26.97,0.7,27.12,,85,Satisfactory
Bengaluru,20-12-2019,December,44.46,91.61,13.62,32.5,37.72,13.8,1.19,5.91,28.4,0.84,29.36,,91,Satisfactory
Bengaluru,21-12-2019,December,48.62,89.87,7.89,29.51,28.63,14.47,0.98,6.45,37.53,0.71,31.23,,95,Satisfactory
Bengaluru,22-12-2019,December,46.52,84.08,6.3,25.65,25.64,13.5,0.91,6.09,45.17,0.61,35.14,,88,Satisfactory
Bengaluru,23-12-2019,December,49.33,89.98,8.39,31.35,31.8,13.96,1,6.11,43.35,0.77,40,,92,Satisfactory
Bengaluru,24-12-2019,December,35.84,77.13,9.2,29.34,31.31,13.71,1.13,7.13,37.89,1.06,40.29,,89,Satisfactory
Bengaluru,25-12-2019,December,35.48,71.87,7.38,26.59,27.4,14.05,1.03,5.95,32.38,2.22,12.55,,76,Satisfactory
Bengaluru,26-12-2019,December,44.27,87.08,7.56,29.46,29.65,14.55,1.03,6.25,43.66,2.08,21.3,,95,Satisfactory
Bengaluru,27-12-2019,December,43.32,87.09,9.56,31.24,32.59,14.71,1.09,6.6,39.42,1.66,41.25,,98,Satisfactory
Bengaluru,28-12-2019,December,35.24,70.75,7.86,26.94,27.78,13.37,0.97,7.38,37.81,0.93,44.93,,82,Satisfactory
Bengaluru,29-12-2019,December,38.53,73.77,6.56,26.2,26.31,13.02,0.92,7.39,43.5,0.63,23.56,,80,Satisfactory
Bengaluru,30-12-2019,December,47.81,77.49,6.4,28.46,27.79,12.91,1.03,8.04,44.92,0.62,24.96,,93,Satisfactory
Bengaluru,31-12-2019,December,42.54,84.76,7.92,29.1,27.48,13.75,1.06,7.58,45.78,0.88,27.59,,97,Satisfactory
Chennai,01-01-2019,January,122.43,,6.07,13.22,18.62,28.4,0.86,18.33,56.82,0.16,0.44,,212,Poor
Chennai,02-01-2019,January,54.14,,6.1,13.9,19.05,31.32,1,14.34,36.38,0.06,1.74,,158,Moderate
Chennai,03-01-2019,January,97.13,,6.48,14.86,20.62,34.77,0.99,15.54,42.23,0.18,1.13,,167,Moderate
Chennai,04-01-2019,January,74.64,,7.23,14.64,21.03,63.69,0.9,15.84,47.31,0.13,0.45,,192,Moderate
Chennai,05-01-2019,January,74.23,,7.77,13.88,20.84,57.52,0.98,11.74,48.85,0.03,1.3,,116,Moderate
Chennai,06-01-2019,January,92.7,,8.24,14.49,21.97,63.61,0.86,14.62,30.74,0.07,2.1,,186,Moderate
Chennai,07-01-2019,January,70.73,,7.24,14.19,20.57,63.64,0.86,13.32,31.93,0.03,2.19,,168,Moderate
Chennai,08-01-2019,January,59.25,,8.56,16.18,23.85,93.11,0.84,17.38,31.65,0.1,3.21,,108,Moderate
Chennai,09-01-2019,January,98.11,,7.21,13.92,20.37,191.23,0.85,12.12,46.05,0.03,1.36,,185,Moderate
Chennai,10-01-2019,January,89.42,,9.15,14.95,23.31,162.85,0.81,11.52,39.2,0.07,2.11,,181,Moderate
Chennai,11-01-2019,January,129.92,,8,13.7,21.07,64.09,0.9,15.08,48.29,0.14,2.6,,199,Moderate
Chennai,12-01-2019,January,65.08,,7.11,12.88,19.41,62.16,0.89,9.37,44.27,0.16,1.12,,183,Moderate
Chennai,13-01-2019,January,38.64,,6.7,12.93,19.21,63.82,1.08,13.8,41.06,0.15,2.16,,105,Moderate
Chennai,14-01-2019,January,58.12,,5.55,12.57,17.7,63.79,0.97,19.57,54.55,1.64,2.23,,110,Moderate
Chennai,15-01-2019,January,45.89,,5.4,11.56,16.57,63.11,1.2,19.9,52.62,0.08,0.74,,115,Moderate
Chennai,16-01-2019,January,49.6,,5.7,11.33,16.56,63.85,0.84,17.67,40.96,0.08,2.72,,97,Satisfactory
Chennai,17-01-2019,January,68.44,,5.84,11.15,16.51,63.66,0.89,17.24,50.43,0.22,4.33,,111,Moderate
Chennai,18-01-2019,January,66.96,,5.99,11.39,17.1,64.33,1.04,19.54,56.44,0.3,2.38,,140,Moderate
Chennai,19-01-2019,January,58.99,,6.01,11.74,17.4,63.91,0.89,17.95,45.77,0.02,2.82,,131,Moderate
Chennai,20-01-2019,January,40.6,,5.22,12.43,17.11,65.22,0.97,11.27,35.54,0.07,2.69,,102,Moderate
Chennai,21-01-2019,January,65.59,,5.98,12.28,17.8,48.52,0.92,9.07,39.49,0.09,3.86,,98,Satisfactory
Chennai,22-01-2019,January,70.94,,6.12,12.25,18.36,16.57,0.87,15.54,40.99,0.22,1.92,,176,Moderate
Chennai,23-01-2019,January,27.64,,6.02,12.07,18.09,16.84,0.87,16.66,39.45,0.13,0.33,,92,Satisfactory
Chennai,24-01-2019,January,45.17,,5.66,12,17.49,30.26,1.01,15.18,36.67,0.18,0.74,,99,Satisfactory
Chennai,25-01-2019,January,28.02,,6.76,12.21,18.97,65.78,0.9,8.45,27.67,0.13,0.48,,73,Satisfactory
Chennai,26-01-2019,January,19.33,,5.23,10.38,15.61,65.95,0.83,8.05,25.33,0.1,1.44,,68,Satisfactory
Chennai,27-01-2019,January,16.58,,5.53,10.66,16.2,65.49,0.97,10.56,22.97,0.1,0.5,,70,Satisfactory
Chennai,28-01-2019,January,18.58,,5.36,10.43,15.61,65.01,0.99,16.53,33.89,0.05,0.31,,71,Satisfactory
Chennai,29-01-2019,January,41.52,,5.37,12.27,17.65,64.29,1.01,26.06,37.91,0.08,0.06,,84,Satisfactory
Chennai,30-01-2019,January,55.3,,5.41,12.14,17.54,64.06,0.97,15.23,45.84,0.03,0.05,,120,Moderate
Chennai,31-01-2019,January,81.09,,5.7,11.73,17.43,64.5,0.98,10.95,41.59,0.02,0.05,,144,Moderate
Chennai,01-02-2019,February,42.07,,5.66,11.85,17.51,64.85,0.93,20.89,45.34,0.12,0,,147,Moderate
Chennai,02-02-2019,February,42.72,,5.49,12.05,17.55,64.64,0.93,17.98,37.96,0.03,0.88,,99,Satisfactory
Chennai,03-02-2019,February,31.09,,5.43,11.26,16.7,64.87,0.93,9.54,36.74,0,0,,84,Satisfactory
Chennai,04-02-2019,February,46.95,,5.28,11.89,17.17,64.78,0.94,8.95,43.27,0.03,0.2,,86,Satisfactory
Chennai,05-02-2019,February,44.37,,5.38,12.34,17.72,64.59,1.01,8.29,55.63,0,0.16,,115,Moderate
Chennai,06-02-2019,February,60.55,,6.33,13.45,17.64,65.28,0.99,8.82,52.24,0,1.18,,149,Moderate
Chennai,07-02-2019,February,52.94,,5.92,12.16,18.08,64.89,1.1,9.04,41.97,0.03,1.16,,138,Moderate
Chennai,08-02-2019,February,28.42,,5.83,11.83,17.64,66.42,1.07,9.01,33.31,0,1.12,,87,Satisfactory
